seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	51221351	51221953	603	*	X055888	50944	51165084	51220195	55112	-	1155	upstream	1155	SHANK1
chr19	51326154	51327003	850	*	X055928	3816	51322404	51327043	4640	-	0	inside	39	KLK1
chr19	51327019	51327198	180	*	X055929	3816	51322404	51327043	4640	-	0	overlapStart	0	KLK1
chr19	51327234	51327428	195	*	X055930	3816	51322404	51327043	4640	-	190	upstream	190	KLK1
chr19	51327664	51327903	240	*	X055931	3816	51322404	51327043	4640	-	620	upstream	620	KLK1
chr19	51328749	51328868	120	*	X055932	3816	51322404	51327043	4640	-	1705	upstream	1705	KLK1
chr19	51328974	51329123	150	*	X055933	3816	51322404	51327043	4640	-	1930	upstream	1930	KLK1
chr19	51358053	51358530	478	*	X055944	354	51358171	51364020	5850	+	0	overlapStart	0	KLK3
chr19	51400417	51400581	165	*	X055969	606293	51385352	51399654	14303	-	762	upstream	762	KLKP1
chr19	51400728	51400862	135	*	X055970	606293	51385352	51399654	14303	-	1073	upstream	1073	KLKP1
chr19	51457923	51458072	150	*	X055984	25818	51446559	51456344	9786	-	1578	upstream	1578	KLK5
chr19	51458255	51458389	135	*	X055985	25818	51446559	51456344	9786	-	1910	upstream	1910	KLK5
chr19	51472747	51472971	225	*	X056002	5653	51461887	51472929	11043	-	0	overlapStart	0	KLK6
chr19	51472987	51473283	297	*	X056003	5653	51461887	51472929	11043	-	57	upstream	57	KLK6
chr19	51486801	51487100	300	*	X056011	5650	51479735	51487320	7586	-	0	inside	219	KLK7
chr19	51487116	51487250	135	*	X056012	5650	51479735	51487320	7586	-	0	inside	69	KLK7
chr19	51487266	51487370	105	*	X056013	5650	51479735	51487320	7586	-	0	overlapStart	0	KLK7
chr19	51487446	51487595	150	*	X056014	5650	51479735	51487320	7586	-	125	upstream	125	KLK7
chr19	51487896	51488060	165	*	X056015	5650	51479735	51487320	7586	-	575	upstream	575	KLK7
chr19	51488286	51488405	120	*	X056016	5650	51479735	51487320	7586	-	965	upstream	965	KLK7
chr19	51505957	51506376	420	*	X056029	11202	51499264	51506516	7253	-	0	inside	139	KLK8
chr19	51506441	51507010	570	*	X056030	11202	51499264	51506516	7253	-	0	overlapStart	0	KLK8
chr19	51507939	51507981	43	*	X056031	11202	51499264	51506516	7253	-	1422	upstream	1422	KLK8
chr19	51508207	51508326	120	*	X056032	11202	51499264	51506516	7253	-	1690	upstream	1690	KLK8
chr19	51512572	51512811	240	*	X056039	284366	51499264	51512890	13627	-	0	inside	78	KLK9
chr19	51512902	51513216	315	*	X056040	284366	51499264	51512890	13627	-	11	upstream	11	KLK9
chr19	51513262	51513815	554	*	X056041	284366	51499264	51512890	13627	-	371	upstream	371	KLK9
chr19	51522370	51523157	788	*	X056052	5655	51516000	51523431	7432	-	0	inside	273	KLK10
chr19	51523443	51523712	270	*	X056053	5655	51516000	51523431	7432	-	11	upstream	11	KLK10
chr19	51531048	51531302	255	*	X056065	11012	51525487	51531290	5804	-	0	overlapStart	0	KLK11
chr19	51531573	51531701	129	*	X056066	11012	51525487	51531290	5804	-	282	upstream	282	KLK11
chr19	51537723	51538022	300	*	X056069	43849	51532348	51538148	5801	-	0	inside	125	KLK12
chr19	51538308	51538742	435	*	X056070	43849	51532348	51538148	5801	-	159	upstream	159	KLK12
chr19	51568014	51568186	173	*	X056076	26085	51559463	51568367	8905	-	0	inside	180	KLK13
chr19	51568440	51568636	197	*	X056077	26085	51559463	51568367	8905	-	72	upstream	72	KLK13
chr19	51568652	51569146	495	*	X056078	26085	51559463	51568367	8905	-	284	upstream	284	KLK13
chr19	51569157	51569396	240	*	X056079	26085	51559463	51568367	8905	-	789	upstream	789	KLK13
chr19	51569664	51569859	196	*	X056080	26085	51559463	51568367	8905	-	1296	upstream	1296	KLK13
chr19	51587194	51587448	255	*	X056092	43847	51580752	51587502	6751	-	0	inside	53	KLK14
chr19	51613059	51613193	135	*	X056093	90353	51600863	51611647	10785	-	1411	upstream	1411	CTU1
chr19	51627349	51627663	315	*	X056103	27180	51628137	51639520	11384	+	473	upstream	473	SIGLEC9
chr19	51627709	51627802	94	*	X056104	27180	51628137	51639520	11384	+	334	upstream	334	SIGLEC9
chr19	51728180	51728354	175	*	X056148	945	51728335	51747115	18781	+	0	overlapStart	0	CD33
chr19	51728390	51728539	150	*	X056149	945	51728335	51747115	18781	+	0	inside	54	CD33
chr19	51813215	51813349	135	*	X056167	402665	51815102	51834102	19001	+	1752	upstream	1752	IGLON5
chr19	51813402	51813667	266	*	X056168	402665	51815102	51834102	19001	+	1434	upstream	1434	IGLON5
chr19	51815237	51815356	120	*	X056169	402665	51815102	51834102	19001	+	0	inside	134	IGLON5
chr19	51815374	51816093	720	*	X056170	402665	51815102	51834102	19001	+	0	inside	271	IGLON5
chr19	51917539	51917673	135	*	X056190	100129083	51919160	51920679	1520	+	1486	upstream	1486	SIGLEC10-AS1
chr19	51917794	51917958	165	*	X056191	100129083	51919160	51920679	1520	+	1201	upstream	1201	SIGLEC10-AS1
chr19	51919036	51919143	108	*	X056192	100129083	51919160	51920679	1520	+	16	upstream	16	SIGLEC10-AS1
chr19	51919416	51919578	163	*	X056193	100129083	51919160	51920679	1520	+	0	inside	255	SIGLEC10-AS1
chr19	51920659	51920823	165	*	X056196	89790	51913275	51921057	7783	-	0	inside	233	SIGLEC10
chr19	51921996	51922057	62	*	X056197	89790	51913275	51921057	7783	-	938	upstream	938	SIGLEC10
chr19	52034702	52034851	150	*	X056225	946	52022784	52035110	12327	-	0	inside	258	SIGLEC6
chr19	52034887	52035051	165	*	X056226	946	52022784	52035110	12327	-	0	inside	58	SIGLEC6
chr19	52035422	52035526	105	*	X056227	946	52022784	52035110	12327	-	311	upstream	311	SIGLEC6
chr19	52133732	52133866	135	*	X056252	8778	52114756	52133727	18972	-	4	upstream	4	SIGLEC5
chr19	52134107	52134181	75	*	X056253	8778	52114756	52133727	18972	-	379	upstream	379	SIGLEC5
chr19	52150204	52150278	75	*	X056259	100049587	52145806	52150132	4327	-	71	upstream	71	SIGLEC14
chr19	52227260	52227384	125	*	X056268	3036	52216365	52227221	10857	-	38	upstream	38	HAS1
chr19	52227853	52227874	22	*	X056269	3036	52216365	52227221	10857	-	631	upstream	631	HAS1
chr19	52228040	52228264	225	*	X056270	3036	52216365	52227221	10857	-	818	upstream	818	HAS1
chr19	52228430	52228654	225	*	X056271	3036	52216365	52227221	10857	-	1208	upstream	1208	HAS1
chr19	52228745	52228890	146	*	X056272	3036	52216365	52227221	10857	-	1523	upstream	1523	HAS1
chr19	54384252	54384681	430	*	X056275	5582	54385467	54410901	25435	+	785	upstream	785	PRKCG
chr19	54566756	54566980	225	*	X056287	284415	54544080	54567207	23128	-	0	inside	226	VSTM1
chr19	54567161	54567310	150	*	X056288	284415	54544080	54567207	23128	-	0	overlapStart	0	VSTM1
chr19	54568540	54568720	181	*	X056289	284415	54544080	54567207	23128	-	1332	upstream	1332	VSTM1
chr19	54762342	54762461	120	*	X056303	10990	54754269	54761167	6899	-	1174	upstream	1174	LILRB5
chr19	54824114	54824278	165	*	X056337	353514	54818353	54824409	6057	-	0	inside	130	LILRA5
chr19	54824474	54824608	135	*	X056338	353514	54818353	54824409	6057	-	64	upstream	64	LILRA5
chr19	54825290	54825409	120	*	X056339	353514	54818353	54824409	6057	-	880	upstream	880	LILRA5
chr19	54926424	54926449	26	*	X056380	57348	54926605	54947899	21295	+	155	upstream	155	TTYH1
chr19	54926745	54926753	9	*	X056381	57348	54926605	54947899	21295	+	0	inside	139	TTYH1
chr19	54926849	54927969	1121	*	X056382	57348	54926605	54947899	21295	+	0	inside	243	TTYH1
chr19	54984229	54984330	102	*	X056399	148170	54976210	54984422	8213	-	0	inside	91	CDC42EP5
chr19	54984391	54984727	337	*	X056400	148170	54976210	54984422	8213	-	0	overlapStart	0	CDC42EP5
chr19	54984788	54985377	590	*	X056401	148170	54976210	54984422	8213	-	365	upstream	365	CDC42EP5
chr19	54985966	54986115	150	*	X056402	148170	54976210	54984422	8213	-	1543	upstream	1543	CDC42EP5
chr19	55082521	55082760	240	*	X056448	11027	55084482	55107956	23475	+	1721	upstream	1721	LILRA2
chr19	55082917	55083081	165	*	X056449	11027	55084482	55107956	23475	+	1400	upstream	1400	LILRA2
chr19	55083592	55083750	159	*	X056450	11027	55084482	55107956	23475	+	731	upstream	731	LILRA2
chr19	55083907	55084041	135	*	X056451	11027	55084482	55107956	23475	+	440	upstream	440	LILRA2
chr19	55084276	55084455	180	*	X056452	11027	55084482	55107956	23475	+	26	upstream	26	LILRA2
chr19	55128289	55128568	280	*	X056472	10859	55128629	55149004	20376	+	60	upstream	60	LILRB1
chr19	55153954	55154088	135	*	X056500	11006	55155340	55179846	24507	+	1251	upstream	1251	LILRB4
chr19	55154427	55154591	165	*	X056501	11006	55155340	55179846	24507	+	748	upstream	748	LILRB4
chr19	55154757	55154891	135	*	X056502	11006	55155340	55179846	24507	+	448	upstream	448	LILRB4
chr19	55155069	55155205	137	*	X056503	11006	55155340	55179846	24507	+	134	upstream	134	LILRB4
chr19	55297837	55297911	75	*	X056569	3811	55297774	55378670	80897	+	0	inside	62	KIR3DL1
chr19	55360551	55360566	16	*	X056597	3812	55361898	55378670	16773	+	1331	upstream	1331	KIR3DL2
chr19	55417372	55417536	165	*	X056622	9437	55417508	55424439	6932	+	0	overlapStart	0	NCR1
chr19	55417787	55417936	150	*	X056623	9437	55417508	55424439	6932	+	0	inside	278	NCR1
chr19	55580414	55580649	236	*	X056640	112724	55538946	55580914	41969	-	0	inside	264	RDH13
chr19	55580785	55581069	285	*	X056641	112724	55538946	55580914	41969	-	0	overlapStart	0	RDH13
chr19	55690869	55692018	1150	*	X056643	6861	55684469	55691720	7252	-	0	overlapStart	0	SYT5
chr19	55692424	55692573	150	*	X056644	6861	55684469	55691720	7252	-	703	upstream	703	SYT5
chr19	55692814	55693008	195	*	X056645	6861	55684469	55691720	7252	-	1093	upstream	1093	SYT5
chr19	55865891	55866355	465	*	X056651	125965	55861070	55866463	5394	-	0	inside	107	COX6B2
chr19	55866416	55866421	6	*	X056652	125965	55861070	55866463	5394	-	0	inside	41	COX6B2
chr19	55954212	55954961	750	*	X056662	729956	55940105	55954230	14126	-	0	overlapStart	0	SHISA7
chr19	55954988	55955272	285	*	X056663	729956	55940105	55954230	14126	-	757	upstream	757	SHISA7
chr19	56270790	56270894	105	*	X056683	342931	56270507	56274541	4035	+	0	inside	282	RFPL4A
chr19	56685527	56685751	225	*	X056714	85569	56687389	56697144	9756	+	1637	upstream	1637	GALP
chr19	56686719	56687118	400	*	X056715	85569	56687389	56697144	9756	+	270	upstream	270	GALP
chr19	59053549	59053902	354	*	X056736	10155	59055836	59062082	6247	+	1933	upstream	1933	TRIM28
chr2	288396	288526	131	*	X056760	285016	279561	288308	8748	-	87	upstream	87	ALKAL2
chr2	288692	288845	154	*	X056761	285016	279561	288308	8748	-	383	upstream	383	ALKAL2
chr2	289004	289086	83	*	X056762	285016	279561	288308	8748	-	695	upstream	695	ALKAL2
chr2	289192	289476	285	*	X056763	285016	279561	288308	8748	-	883	upstream	883	ALKAL2
chr2	289822	289941	120	*	X056764	285016	279561	288308	8748	-	1513	upstream	1513	ALKAL2
chr2	289972	290106	135	*	X056765	285016	279561	288308	8748	-	1663	upstream	1663	ALKAL2
chr2	290257	290376	120	*	X056766	285016	279561	288308	8748	-	1948	upstream	1948	ALKAL2
chr2	865337	865501	165	*	X056882	339822	779837	864112	84276	-	1224	upstream	1224	LINC01115
chr2	945645	945794	150	*	X056913	54221	946554	1371384	424831	+	759	upstream	759	SNTG2
chr2	945825	945989	165	*	X056914	54221	946554	1371384	424831	+	564	upstream	564	SNTG2
chr2	946080	946163	84	*	X056915	54221	946554	1371384	424831	+	390	upstream	390	SNTG2
chr2	946850	946964	115	*	X056916	54221	946554	1371384	424831	+	0	inside	295	SNTG2
chr2	1376289	1376438	150	*	X056979	7173	1377995	1546499	168505	+	1556	upstream	1556	TPO
chr2	1377435	1377554	120	*	X056980	7173	1377995	1546499	168505	+	440	upstream	440	TPO
chr2	1747568	1748019	452	*	X057070	7837	1635659	1748291	112633	-	0	inside	271	PXDN
chr2	1748200	1748521	322	*	X057071	7837	1635659	1748291	112633	-	0	overlapStart	0	PXDN
chr2	1748620	1748724	105	*	X057072	7837	1635659	1748291	112633	-	328	upstream	328	PXDN
chr2	1748890	1749039	150	*	X057073	7837	1635659	1748291	112633	-	598	upstream	598	PXDN
chr2	5830824	5830918	95	*	X057531	6664	5832799	5841517	8719	+	1880	upstream	1880	SOX11
chr2	5831039	5831173	135	*	X057532	6664	5832799	5841517	8719	+	1625	upstream	1625	SOX11
chr2	5832880	5832902	23	*	X057533	6664	5832799	5841517	8719	+	0	inside	80	SOX11
chr2	6121082	6121111	30	*	X057541	400940	6122110	6128364	6255	+	998	upstream	998	LOC400940
chr2	6121424	6121558	135	*	X057542	400940	6122110	6128364	6255	+	551	upstream	551	LOC400940
chr2	6121589	6121739	151	*	X057543	400940	6122110	6128364	6255	+	370	upstream	370	LOC400940
chr2	7006233	7006501	269	*	X057573	129607	6980684	7006766	26083	-	0	inside	264	CMPK2
chr2	8117439	8117573	135	*	X057694	339788	8062556	8116977	54422	-	461	upstream	461	LINC00298
chr2	10220592	10220730	139	*	X057717	192668	10196926	10220538	23613	-	53	upstream	53	CYS1
chr2	10220810	10221210	401	*	X057718	192668	10196926	10220538	23613	-	271	upstream	271	CYS1
chr2	11673572	11673691	120	*	X057757	9687	11674242	11782912	108671	+	550	upstream	550	GREB1
chr2	11681163	11681412	250	*	X057761	100616469	11680731	11680803	73	-	359	upstream	359	MIR4429
chr2	11681466	11681507	42	*	X057762	100616469	11680731	11680803	73	-	662	upstream	662	MIR4429
chr2	11681523	11681672	150	*	X057763	100616469	11680731	11680803	73	-	719	upstream	719	MIR4429
chr2	11681824	11681943	120	*	X057764	100616469	11680731	11680803	73	-	1020	upstream	1020	MIR4429
chr2	11682573	11682857	285	*	X057765	100616469	11680731	11680803	73	-	1769	upstream	1769	MIR4429
chr2	11809980	11810129	150	*	X057784	23620	11798304	11810329	12026	-	0	inside	199	NTSR2
chr2	11810465	11810584	120	*	X057785	23620	11798304	11810329	12026	-	135	upstream	135	NTSR2
chr2	11816025	11816174	150	*	X057786	23175	11817705	11967533	149829	+	1530	upstream	1530	LPIN1
chr2	11816465	11816584	120	*	X057787	23175	11817705	11967533	149829	+	1120	upstream	1120	LPIN1
chr2	11817395	11817529	135	*	X057788	23175	11817705	11967533	149829	+	175	upstream	175	LPIN1
chr2	11817585	11817704	120	*	X057789	23175	11817705	11967533	149829	+	0	upstream	0	LPIN1
chr2	11817740	11817874	135	*	X057790	23175	11817705	11967533	149829	+	0	inside	34	LPIN1
chr2	11976890	11977144	255	*	X057805	100422996	11977059	11977112	54	-	0	includeFeature	0	MIR4262
chr2	11977776	11977895	120	*	X057806	100422996	11977059	11977112	54	-	663	upstream	663	MIR4262
chr2	11978180	11978494	315	*	X057807	100422996	11977059	11977112	54	-	1067	upstream	1067	MIR4262
chr2	12855307	12855441	135	*	X057872	28951	12856998	12882858	25861	+	1556	upstream	1556	TRIB2
chr2	12856102	12856266	165	*	X057873	28951	12856998	12882858	25861	+	731	upstream	731	TRIB2
chr2	12876610	12876623	14	*	X057875	100422986	12877493	12877570	78	+	869	upstream	869	MIR3125
chr2	12877479	12877521	43	*	X057876	100422986	12877493	12877570	78	+	0	overlapStart	0	MIR3125
chr2	16078842	16078961	120	*	X057978	4613	16080683	16087129	6447	+	1721	upstream	1721	MYCN
chr2	16079108	16079261	154	*	X057979	4613	16080683	16087129	6447	+	1421	upstream	1421	MYCN
chr2	16079397	16079546	150	*	X057980	4613	16080683	16087129	6447	+	1136	upstream	1136	MYCN
chr2	16080173	16080322	150	*	X057981	4613	16080683	16087129	6447	+	360	upstream	360	MYCN
chr2	16080402	16080637	236	*	X057982	4613	16080683	16087129	6447	+	45	upstream	45	MYCN
chr2	16080713	16080847	135	*	X057983	4613	16080683	16087129	6447	+	0	inside	29	MYCN
chr2	16080968	16081087	120	*	X057984	4613	16080683	16087129	6447	+	0	inside	284	MYCN
chr2	16081212	16081601	390	*	X057985	10408	16080020	16081845	1826	-	0	inside	243	MYCNOS
chr2	16081673	16082152	480	*	X057986	10408	16080020	16081845	1826	-	0	overlapStart	0	MYCNOS
chr2	16082619	16082631	13	*	X057987	10408	16080020	16081845	1826	-	773	upstream	773	MYCNOS
chr2	16082852	16082933	82	*	X057988	10408	16080020	16081845	1826	-	1006	upstream	1006	MYCNOS
chr2	16083129	16083278	150	*	X057989	10408	16080020	16081845	1826	-	1283	upstream	1283	MYCNOS
chr2	16083282	16083476	195	*	X057990	10408	16080020	16081845	1826	-	1436	upstream	1436	MYCNOS
chr2	16083579	16083772	194	*	X057991	10408	16080020	16081845	1826	-	1733	upstream	1733	MYCNOS
chr2	16846469	16846908	440	*	X058120	81553	16730730	16847134	116405	-	0	inside	225	CYRIA
chr2	16847255	16847619	365	*	X058121	81553	16730730	16847134	116405	-	120	upstream	120	CYRIA
chr2	16847977	16848126	150	*	X058122	81553	16730730	16847134	116405	-	842	upstream	842	CYRIA
chr2	17713285	17713404	120	*	X058138	729475	17691986	17711681	19696	-	1603	upstream	1603	RAD51AP2
chr2	18056969	18057163	195	*	X058154	3790	18059114	18114225	55112	+	1950	upstream	1950	KCNS3
chr2	18057329	18057448	120	*	X058155	3790	18059114	18114225	55112	+	1665	upstream	1665	KCNS3
chr2	18057614	18057808	195	*	X058156	3790	18059114	18114225	55112	+	1305	upstream	1305	KCNS3
chr2	18057907	18058056	150	*	X058157	3790	18059114	18114225	55112	+	1057	upstream	1057	KCNS3
chr2	18058717	18058836	120	*	X058158	3790	18059114	18114225	55112	+	277	upstream	277	KCNS3
chr2	18058994	18059158	165	*	X058159	3790	18059114	18114225	55112	+	0	overlapStart	0	KCNS3
chr2	21267511	21267580	70	*	X058283	338	21224301	21266945	42645	-	565	upstream	565	APOB
chr2	25391341	25391490	150	*	X058384	5443	25383722	25391559	7838	-	0	inside	68	POMC
chr2	25391521	25391865	345	*	X058385	5443	25383722	25391559	7838	-	0	overlapStart	0	POMC
chr2	25391911	25392120	210	*	X058386	5443	25383722	25391559	7838	-	351	upstream	351	POMC
chr2	25392331	25392450	120	*	X058387	5443	25383722	25391559	7838	-	771	upstream	771	POMC
chr2	26781136	26781268	133	*	X058400	9381	26680071	26781566	101496	-	0	inside	297	OTOF
chr2	26781451	26781645	195	*	X058401	9381	26680071	26781566	101496	-	0	overlapStart	0	OTOF
chr2	26781841	26782044	204	*	X058402	9381	26680071	26781566	101496	-	274	upstream	274	OTOF
chr2	26782075	26782194	120	*	X058403	9381	26680071	26781566	101496	-	508	upstream	508	OTOF
chr2	26782426	26782473	48	*	X058404	9381	26680071	26781566	101496	-	859	upstream	859	OTOF
chr2	26785456	26785620	165	*	X058405	339778	26785481	26802397	16917	+	0	overlapStart	0	FAM166C
chr2	26785720	26785944	225	*	X058406	339778	26785481	26802397	16917	+	0	inside	238	FAM166C
chr2	26914066	26914185	120	*	X058436	3777	26915581	26954066	38486	+	1395	upstream	1395	KCNK3
chr2	26914336	26914545	210	*	X058437	3777	26915581	26954066	38486	+	1035	upstream	1035	KCNK3
chr2	26915041	26915160	120	*	X058438	3777	26915581	26954066	38486	+	420	upstream	420	KCNK3
chr2	26915176	26915397	222	*	X058439	3777	26915581	26954066	38486	+	183	upstream	183	KCNK3
chr2	26915809	26915820	12	*	X058440	3777	26915581	26954066	38486	+	0	inside	227	KCNK3
chr2	27070340	27070474	135	*	X058450	56896	27070969	27173219	102251	+	494	upstream	494	DPYSL5
chr2	27070535	27070733	199	*	X058451	56896	27070969	27173219	102251	+	235	upstream	235	DPYSL5
chr2	27071075	27071607	533	*	X058452	56896	27070969	27173219	102251	+	0	inside	105	DPYSL5
chr2	27192688	27192807	120	*	X058458	22924	27193525	27250087	56563	+	717	upstream	717	MAPRE3
chr2	27341922	27341927	6	*	X058459	10669	27322221	27341995	19775	-	0	inside	67	CGREF1
chr2	27342403	27342409	7	*	X058460	10669	27322221	27341995	19775	-	407	upstream	407	CGREF1
chr2	27346108	27346242	135	*	X058462	84696	27346657	27353680	7024	+	414	upstream	414	ABHD1
chr2	27717506	27717870	365	*	X058477	2646	27719706	27746550	26845	+	1835	upstream	1835	GCKR
chr2	27717506	27717870	365	*	X058477	64838	27714750	27718126	3377	-	0	inside	255	FNDC4
chr2	27717916	27717922	7	*	X058478	2646	27719706	27746550	26845	+	1783	upstream	1783	GCKR
chr2	27717916	27717922	7	*	X058478	64838	27714750	27718126	3377	-	0	inside	203	FNDC4
chr2	27718103	27718465	363	*	X058479	2646	27719706	27746550	26845	+	1240	upstream	1240	GCKR
chr2	27718103	27718465	363	*	X058479	64838	27714750	27718126	3377	-	0	overlapStart	0	FNDC4
chr2	27719576	27719597	22	*	X058480	2646	27719706	27746550	26845	+	108	upstream	108	GCKR
chr2	27719576	27719597	22	*	X058480	64838	27714750	27718126	3377	-	1449	upstream	1449	FNDC4
chr2	30144211	30144330	120	*	X058736	238	29415640	30144477	728838	-	0	inside	146	ALK
chr2	30144479	30144646	168	*	X058737	238	29415640	30144477	728838	-	1	upstream	1	ALK
chr2	30144700	30144750	51	*	X058738	238	29415640	30144477	728838	-	222	upstream	222	ALK
chr2	30144854	30145003	150	*	X058739	238	29415640	30144477	728838	-	376	upstream	376	ALK
chr2	30145917	30146036	120	*	X058740	238	29415640	30144477	728838	-	1439	upstream	1439	ALK
chr2	31030161	31030355	195	*	X058821	92291	30945638	31030311	84674	-	0	overlapStart	0	CAPN13
chr2	31031996	31032115	120	*	X058822	92291	30945638	31030311	84674	-	1684	upstream	1684	CAPN13
chr2	31454868	31454972	105	*	X058866	30845	31456880	31491260	34381	+	1907	upstream	1907	EHD3
chr2	38265116	38265265	150	*	X058966	101410544	38177477	38263484	86008	-	1631	upstream	1631	RMDN2-AS1
chr2	38303081	38303215	135	*	X058970	1545	38294746	38303323	8578	-	0	inside	107	CYP1B1
chr2	38303336	38303616	281	*	X058971	1545	38294746	38303323	8578	-	12	upstream	12	CYP1B1
chr2	39891843	39891977	135	*	X058998	130733	39892638	39945104	52467	+	660	upstream	660	TMEM178A
chr2	39892525	39892804	280	*	X058999	130733	39892638	39945104	52467	+	0	overlapStart	0	TMEM178A
chr2	40143022	40143111	90	*	X059025	100128590	40144774	40482349	337576	+	1662	upstream	1662	SLC8A1-AS1
chr2	42274420	42274761	342	*	X059109	91461	42275161	42285668	10508	+	399	upstream	399	PKDCC
chr2	43864689	43864852	164	*	X059110	130271	43864439	43995126	130688	+	0	inside	249	PLEKHH2
chr2	48844564	48844683	120	*	X059253	11036	48844937	48906749	61813	+	253	upstream	253	GTF2A1L
chr2	48844739	48844873	135	*	X059254	11036	48844937	48906749	61813	+	63	upstream	63	GTF2A1L
chr2	48982527	48982751	225	*	X059274	3973	48913913	48982880	68968	-	0	inside	128	LHCGR
chr2	48982785	48983009	225	*	X059275	3973	48913913	48982880	68968	-	0	overlapStart	0	LHCGR
chr2	48983175	48983309	135	*	X059276	3973	48913913	48982880	68968	-	294	upstream	294	LHCGR
chr2	54557285	54557404	120	*	X059326	129852	54558071	54588714	30644	+	666	upstream	666	C2orf73
chr2	54952135	54952674	540	*	X059330	400954	54952149	55199156	247008	+	0	overlapStart	0	EML6
chr2	60614392	60614511	120	*	X059480	100616473	60614497	60614580	84	-	0	overlapEnd	68	MIR4432
chr2	60780389	60780538	150	*	X059522	53335	60678302	60780633	102332	-	0	inside	94	BCL11A
chr2	60780636	60780770	135	*	X059523	53335	60678302	60780633	102332	-	2	upstream	2	BCL11A
chr2	64372951	64373085	135	*	X059599	57162	64319786	64371605	51820	-	1345	upstream	1345	PELI1
chr2	65159142	65159291	150	*	X059633	400958	65128974	65159581	30608	-	0	inside	289	LINC02245
chr2	65159488	65159622	135	*	X059634	400958	65128974	65159581	30608	-	0	overlapStart	0	LINC02245
chr2	68547104	68547238	135	*	X059872	25927	68511303	68547183	35881	-	0	overlapStart	0	CNRIP1
chr2	68547479	68547761	283	*	X059873	25927	68511303	68547183	35881	-	295	upstream	295	CNRIP1
chr2	70780781	70780938	158	*	X059957	7039	70674412	70781147	106736	-	0	inside	208	TGFA
chr2	71017404	71017598	195	*	X059969	344018	71004442	71017775	13334	-	0	inside	176	FIGLA
chr2	71017704	71017943	240	*	X059970	344018	71004442	71017775	13334	-	0	overlapStart	0	FIGLA
chr2	71018723	71018857	135	*	X059971	344018	71004442	71017775	13334	-	947	upstream	947	FIGLA
chr2	71019008	71019112	105	*	X059972	344018	71004442	71017775	13334	-	1232	upstream	1232	FIGLA
chr2	71063938	71063993	56	*	X059986	50489	71057343	71062953	5611	-	984	upstream	984	CD207
chr2	71064159	71064278	120	*	X059987	50489	71057343	71062953	5611	-	1205	upstream	1205	CD207
chr2	71125640	71126205	566	*	X060002	25806	71127720	71160575	32856	+	1514	upstream	1514	VAX2
chr2	71127110	71127162	53	*	X060003	25806	71127720	71160575	32856	+	557	upstream	557	VAX2
chr2	71249896	71250030	135	*	X060004	79315	71251205	71257060	5856	+	1174	upstream	1174	OR7E91P
chr2	71502863	71502971	109	*	X060038	27332	71503723	71662191	158469	+	751	upstream	751	ZNF638
chr2	72374600	72374749	150	*	X060097	56603	72356367	72374991	18625	-	0	inside	241	CYP26B1
chr2	72374975	72375364	390	*	X060098	56603	72356367	72374991	18625	-	0	overlapStart	0	CYP26B1
chr2	72376278	72376312	35	*	X060099	56603	72356367	72374991	18625	-	1286	upstream	1286	CYP26B1
chr2	72376403	72376897	495	*	X060100	56603	72356367	72374991	18625	-	1411	upstream	1411	CYP26B1
chr2	73142576	73142873	298	*	X060128	2016	73144604	73162020	17417	+	1730	upstream	1730	EMX1
chr2	73142891	73143070	180	*	X060129	2016	73144604	73162020	17417	+	1533	upstream	1533	EMX1
chr2	73143114	73143248	135	*	X060130	2016	73144604	73162020	17417	+	1355	upstream	1355	EMX1
chr2	73143354	73143593	240	*	X060131	2016	73144604	73162020	17417	+	1010	upstream	1010	EMX1
chr2	73143969	73144088	120	*	X060132	2016	73144604	73162020	17417	+	515	upstream	515	EMX1
chr2	73144196	73144300	105	*	X060133	2016	73144604	73162020	17417	+	303	upstream	303	EMX1
chr2	73144316	73144526	211	*	X060134	2016	73144604	73162020	17417	+	77	upstream	77	EMX1
chr2	73429438	73429692	255	*	X060154	344022	73429386	73438340	8955	+	0	inside	51	NOTO
chr2	73871848	73871922	75	*	X060179	200420	73872046	73912694	40649	+	123	upstream	123	ALMS1P1
chr2	74740204	74740378	175	*	X060201	3196	74740686	74744275	3590	+	307	upstream	307	TLX2
chr2	74740399	74740623	225	*	X060202	3196	74740686	74744275	3590	+	62	upstream	62	TLX2
chr2	74740669	74740758	90	*	X060203	3196	74740686	74744275	3590	+	0	overlapStart	0	TLX2
chr2	74740979	74741113	135	*	X060204	3196	74740686	74744275	3590	+	0	inside	292	TLX2
chr2	75060045	75060179	135	*	X060240	3099	75059782	75120481	60700	+	0	inside	262	HK2
chr2	75798184	75798318	135	*	X060293	84141	75719444	75796848	77405	-	1335	upstream	1335	EVA1A
chr2	80532063	80532167	105	*	X060326	347730	80515481	80531487	16007	-	575	upstream	575	LRRTM1
chr2	80532732	80532866	135	*	X060327	347730	80515481	80531487	16007	-	1244	upstream	1244	LRRTM1
chr2	84741892	84742011	120	*	X060336	1768	84743579	85046713	303135	+	1567	upstream	1567	DNAH6
chr2	84743118	84743252	135	*	X060337	1768	84743579	85046713	303135	+	326	upstream	326	DNAH6
